Test case #1
54
492821910 716593568
173927908 541537140
252725573 37330974
904331488 918984280
892012905 912064626
169699647 520975485
463726544 439099975
450354553 692470498
625380641 311710301
88646572 831975286
783522953 326298225
829724980 685147914
175742108 141954218
203971991 360416139
783509995 165640019
351818973 585512073
202991996 211627860
166208957 233406568
883378775 330281848
814147894 193516031
341168372 198787009
203033913 605322047
683137327 899494013
177740209 847635274
470298225 504344212
571975801 701918032
377588883 414172398
844992812 687778923
378720133 563150466
324556896 751625011
691246068 87435268
725675940 634403683
871487606 295503915
973079900 502610021
271671776 346579575
711477384 347182428
33427893 193224294
920609704 176264392
85472012 17523217
621802604 87172522
952423063 395811197
516655539 291832949
506783834 943118772
391468575 437748779
70424852 222926687
263022707 605021675
392110034 851031241
586944229 124450710
105240258 848492703
113296362 417782184
719663508 253711462
700593887 46999265
478788550 632695221
678265507 850584873
144609687 610638050
26085878 195911602
346823010 802510044
182938158 854464127
494878469 349873917
437679869 951909696
251206766 180366130
284990017 872978282
124078796 571320433
746095292 29691099
132153906 86474722
198464112 36508827
78886089 637324313
693513466 664370388
917381780 430275475
721291753 205582169
355315481 140750122
633380463 866653775
834748957 670034903
83103130 614952442
822774901 824654902
531051888 271678339
791879753 190134495
461028844 862979510
107180858 142992916
976928008 407467379
427945428 376127730
892207154 192511089
649446361 781406964
322473805 118079999
210766620 243113121
867645564 25006136
698573048 430379807
340959177 711624514
778867995 310017241
636888645 842297233
31727513 347972832
62944370 865646189
558841198 518903698
807800608 323260525
375024424 30542984
80520804 2850853
713946521 140384047
606790317 31158361
171751652 707898837
568677265 25127440
364079664 248371109
233423226 909847422
290159713 29333329
110803946 594675211
621478291 987398555
575796844 81771335
786494543 956824814
839149345 639362864
301803746 280431336
918977448 53846731
279378484 199890386
600784540 169935279
235787416 693888029
251759210 179997584
296664069 103217545
90818760 175765589
728689238 414734784
350128716 754024549
594031341 292151150
608482903 875747787
198044405 589886923
599801613 402694963
538846569 344377521
336654527 506160396
366689109 986907269
726550346 291525797
166575249 589374669
620554189 378785813
514574777 394341873
954253596 616891516
777695719 604678116
947002298 644494765
830976121 613867271
586430377 377012057
32383109 559162433
960324747 193665544
674061002 413924626
18351004 208058756
848825627 667215668
80909273 245078901
477728420 647697248
660490511 975664378
334624950 113881004
989831990 555815249
290970149 267716888
157881879 3206002
899334996 585551092
850575861 773076415
855846038 877299073
536660816 417164485
793428997 548683423
420478614 651553165
863349559 869407031
685996246 597952309
933782649 468982094
464790802 218282140
85498083 667123214
721957329 898177865
441080556 448164106
215047302 620492462
538636423 518836927
763697756 393852294
842571734 614389156
312151873 511190232
695087069 672081121
556652123 245910833
67936207 245102763
383387435 548635317
204124252 420088740
86512728 143435130
506894276 944912401
365172593 141714700
574732763 757723465
365769960 254427432
720616279 706760263
368106883 925276638
98748718 16754167
615866538 360737811
826211875 314412792
902341181 519653780
234251228 138015718
227282882 886212306
259337489 16414301
692166411 244545978
787221530 973975156
631525031 540925441
14069779 306361434
687008797 967775663
542166016 144923320
74642946 150207125
531328517 42680687
863753929 42505841
438887243 381984149
256666566 569310509
41401102 723310454


Answer:
56

Test case #71
678
43345480 642186561
302423121 161300980
170674384 154821912
269428527 265514004
934281448 826526772
333663686 526169473
951083922 598127730
433838921 859735127
172947114 371229481
248428092 572064364
718113301 507783731
479453401 565854153
59311493 620022583
278521746 452235173
326442676 457538469
232009866 992628071
51043689 527641207
112816048 454218556
150935894 875839962
483523935 261254073
870405894 922569767
339305766 635211695
631135282 449129730
693020257 696550537
73220002 363597950
12125435 168444815
812765911 437782249
161460694 400431479
693629517 422674136
117790792 672930788
51858032 471278212
527320057 726915049
367417184 249808886
132033284 212541717
371122189 190719142
432498654 300122638
806157115 128938087
964958863 803681291
353520491 851872797
806566898 970458897
414213736 457782048
472194897 616661633
3703406 187319360
878972627 694984618
423444625 105715670
298031819 603953557
522869344 768879146
605632160 339768412
696169689 482612141
296523854 5649003
965660926 59600477
209831075 923788831
613589621 901763650
775087005 996889273
277266371 179962442
282569647 225288562
680131748 146659955
338983909 213986040
746218376 875353919
177841181 307692846
76763538 179453550
760959213 817994787
638930399 139876582
931118345 300250702
362211915 75659315
253055764 715736775
697320555 288258410
698871736 91722036
487410896 390935703
900536200 381530991
35945530 883806850
587603582 487071231
333791024 770659957
234561269 224048543
570661572 869174067
889191254 574421941
894884563 112034193
466870567 540803045
292213719 120845336
750684429 630501805
387357857 673453540
521630529 752844454
160304676 575934560
324802012 832187834
499644805 204891134
926363487 605870340
938342679 747197078
438122189 781985880
81927953 488570945
678091251 594703879
25277378 259359499
767558993 104757907
696058362 662840257
215824589 941571556
342520088 1908695
848971935 569632395
179204042 169322124
774702637 506527162
430722321 918909133
850755660 815015520
401854615 236565205
113231015 924845753
623297592 980523753
149520519 677432627
915578802 207550933
745584077 637062007
600566073 724659271
66778247 325418532
616599057 456605929
619962923 161848408
849796118 189021950
8939027 232494544
874205555 882895672
405709598 260682754
354262010 410493402
219185990 590555588
488165102 751793106
273967860 336460677
353724388 860720991
586057122 439949000
21944766 874073437
97422016 772937573
139646248 268958010
638020279 481595608
348521184 564876378
976474957 713219165
513260371 230450575
212763680 840668875
532474667 871981968
611666978 926183533
137291281 756738654
235176583 135655176
979092122 36772783
437042940 222973505
58635976 941996535
269675345 178763072
467929679 752436609
228698733 66095684
174949107 67839786
845470703 969062223
52929500 822333213
286055080 896450212
444908159 772391941
337722345 486365698
875874678 670124586
542446021 253898957
789748443 517219610
305716972 35459844
94596689 590669341
142690796 126992517
678968832 541006762
902508367 134585278
446213697 83643276
941414110 679481230
694144967 902897701
572502393 304092001
738068060 608064053
990231745 458225891
163620838 137006856
830803948 555533811
107765643 150310521
831954812 879880399
727950653 289775146
628616623 829919981
396207687 728550313
610244271 616515647
314823904 269447532
297343432 260333567
213085447 981689379
876396773 181689252
724452451 52428422
688733425 834195298
157205720 453107952
976768458 224201288
285373943 143362591
790830817 134294224
169334226 503769703
977026640 431989212
898284037 10069497
459781397 493160605
148738894 706185088
223239832 604296462
799861371 678060039
234476551 552337514
708787216 774542680
249128925 961586364
485996453 850038852
774456930 439337249
546364398 115463696
830319509 195259586
130780117 975207905
494935201 337847838
820035125 166485943
143381146 447488434
242218588 747917749
630867663 261814348
791602574 480830133
132263383 293619443
275287677 455120649
133627364 966821492
409568336 610196108
730195522 346173384
18110045 623286316
813783088 977684068
538001075 587407561
279297601 256515328
459196396 741758552
6405094 533774139
638305202 318838887
913978724 774473551
870309076 189914317
315271540 165082810
314488896 993379431
218548826 354463010
494191809 547705475
909204897 321846363
828967052 504084894
791785173 647326684
788988037 6446328
471554374 693733178
363609142 21704939
211704173 699349183
188404615 266154781
132943094 456247986
150793634 439723933
242258205 207035867
755688945 962723300
771694063 120044672
8280423 192875137
477124119 475242682
415751470 812905281
765623911 393831620
242647290 207376238
693101370 896870836
577610992 732402185
541122364 291426548
932710407 305862232
465670248 286247238
792956262 561466382
6138866 47710782
7943049 236425461
579299445 845802129
198143885 706697765
212212507 609674225
880789163 282876807
747204439 638554798
789847589 218623003
997036307 115842932
175328761 742059947
90727568 582108861
855222172 112403373
929234359 328564630
19629938 300276339
141270313 261707794
298066697 726962135
938052437 530924832
672428977 760919685
522665865 254342064
144038003 732976284
707902147 858716408
508876371 792765084
976435794 507308164
239926588 836513458
128516227 429217138
110517174 571136712
478106027 535784281
297039073 426454495
324553930 112528980
154999805 589851807
31300574 806818795
7253807 783691497
268363549 602629948
98713145 197839019
325919793 622830233
533714854 444895075
134394888 920295276
983669506 901523899
689896982 666667684
220681950 645712186
449003670 194959543
12516297 562153440
191496690 999061961
282227960 265568327
223606885 949593479
427802994 266811945
13290822 1272754
592696381 462181392
504725932 326579931
942189919 554057534
601778945 297846893
418830170 876081828
371640267 955998850
308303009 359248783
996318298 788274217
883692082 426777782
505748264 997108144
209668443 771978414
422320739 485138534
62617188 107380196
526583592 911888321
902581094 36407853
764460242 734884163
907793370 686380081
712248888 711714903
546048721 739215390
740734492 970269934
53337523 400773036
429806336 409622643
382417333 83889880
706343832 688205150
925824123 944327895
943239051 653114449
685338710 13593628
232387949 764006840
932075013 190155484
422969517 859932437
626357108 17121441
77382744 438290490
268982021 517527630
718242464 202463797
289084863 616506543
242622456 435280405
315812048 801658980
215940333 932236986
527237230 524348618
41826806 695855101
859094366 74157542
305524523 303702862
113612421 355996113
941601351 643409759
840665791 409471057
208667385 629389358
21119498 229191492
187654476 43576210
616136392 87504177
826224497 225213974
406569838 617932281
629111105 119857226
111047880 900497930
940467297 302801018
672166262 197509794
567015699 539283169
139972338 19240494
125840175 817917033
120541056 450621501
122567806 451444658
569105122 140702780
679895727 155710682
289853427 324333740
757452611 763478106
433226195 309622074
956210950 52161156
517588421 744280025
742078104 490538501
947417678 9688286
682257569 754893745
276961303 208788730
984137522 812418661
717237095 611859072
487598731 388613662
678435934 101850620
978210068 127397346
540134642 35200329
718931100 181547072
848988646 105412763
32389404 503169216
108894173 535976306
634378964 591135635
755944873 487353146
809495957 587501577
60325285 190136860
574809198 480835910
602632152 316097060
556450322 717896338
183345109 439207347
879756995 584123790
636025424 332104965
785167286 4637049
307238224 282112430
672602903 677743460
243376304 72633100
820076944 649540967
722962029 797523421
300348715 436023053
70472186 74457124
588618261 323741127
52079994 185796198
771315151 502052287
472338531 879013084
16590290 533748287
949604721 563653456
167528021 151290321
244837926 594849423
748976304 523978942
22562534 243883096
434104300 68342658
492578863 168297593
72390958 561599160
748399188 507163721
446528581 457905677
352185294 245345716
245977219 330276972
628863838 938672021
416287441 109328104
850580874 241722417
985399595 602440462
52186539 16132603
230985839 956686090
540562037 928424087
607441314 529981914
404823123 109459405
226236439 317700229
327396457 938463537
971986892 978726494
129641650 284479399
34137169 974112986
464399584 258916646
356309929 809656695
690833587 229311378
332652284 341558159
669188799 129881551
223556035 45744057
506691481 521999080
299736556 7004586
327978676 311376157
429163973 140946731
930167096 13524570
239108435 20382611
132913065 383644480
850179644 513057409
704543095 529753376
289797685 573160163
873809596 820959430
281560611 218612157
888647674 419901381
698381904 324524629
537027831 886034002
125196029 936670697
164533589 628886752
61392606 51211704
758089445 416369097
746005049 779705417
311353490 933089951
335845810 760244380
447342060 333677489
648401323 681866475
608050938 75295038
224896184 60435389
329587907 823864236
59862528 760108810
420372241 549955502
89079721 796489102
480420453 491885377
172575021 230231557
688321631 814251477
502632363 867870154
797265772 160957449
178131235 357136555
269574922 926867458
579994692 241568559
680170093 757151021
27762437 327681575
727033409 48286193
612177831 192595508
312609664 453315232
6296416 840572647
14925854 472587381
469926282 198174733
578618948 548305187
901757663 748960531
111150638 101510130
894728643 550526147
444816794 872880950
845058193 778828779
553393226 859262127
404718578 589149213
311250624 26770588
136363856 969910717
570779082 359061827
433951922 659827583
718294310 667292336
581733211 524135118
507491465 169908668
843178812 195687995
596043955 75961291
175407868 242831512
827621431 973377801
976656678 480283686
471318021 817590730
771387767 857289247
762916821 822727987
503207632 988309613
375346482 905517176
711884543 902015088
121886775 269639044
994819231 186258720
17470907 327716282
343969182 207691040
787602817 136051488
40860691 620825504
256701305 119213407
574904479 727632716
65876932 454711531
147442444 399509520
345584339 607062679
101590000 483704237
215140846 988880320
758299478 142255201
635021801 304461420
771051517 690558341
489934039 233143951
938761046 478625717
461976462 686647147
466223464 460639087
236376838 823525819
395965643 16545229
305058296 860785833
868386464 222705419
522415768 180044877
3003025 752995045
250684789 740846828
940972852 38505167
980940212 765009505
860529249 159945640
547387861 329863603
461808987 304960373
379347404 698331071
274649359 963902612
241292420 682576737
466188294 484764509
675619211 776214429
912172413 176423324
356634934 512824462
122409094 508174659
407330737 489250786
423030487 937606184
558416830 115860583
197242724 26709793
520847399 532533169
456878157 210554961
404094366 469572667
498086339 109764214
757162728 882990933
97709715 824281609
709336747 990156479
678562857 519453089
981980713 716555691
296638792 836479138
925866784 506791520
510109099 680293506
819044550 623968550
240054895 436072686
848186370 951712137
617063361 185650878
617746369 568898241
811990340 691126070
283077848 805571746
675373931 325936095
952707469 210969339
687574588 232040378
921542931 960239474
727998355 48800380
666013706 804885834
121911211 321444498
845656028 527607621
896350066 936772331
934243072 217262590
785490749 940555443
666528191 709490888
320724772 232739600
709202726 450615671
617708337 274333486
462317367 723836961
449449309 335773616
184556283 808280460
512268338 791006299
416360487 626179339
461266166 264279074
913486576 48231597
884241907 541325204
389375646 117845269
153825122 555549980
500714945 340507308
763702964 462015678
663768082 940023829
119680049 123437654
946442260 160695192
310715720 551768125
709461094 589800188
957334453 870036639
594967397 132737177
278838474 630868660
137320213 922150782
727418002 707694926
211517884 200442372
933309975 114655103
521606977 942888843
952994210 240403756
113764517 138622838
431242216 393617200
92837821 823056541
110717654 403484067
931486811 69041614
374181959 815822929
92605498 739271663
508651384 213434145
179114306 572259540
334369728 684354840
137840380 407939443
232057611 256377187
942651629 873181735
38936646 163281375
116490815 66813858
136773473 844772687
600606328 815568242
994259690 954895902
965066316 356735518
660735901 931744036
895409642 595067061
397203377 315984009
227284986 781367343
296710650 748058845
861895208 704645323
486875219 158621683
524600678 900677475
699175272 105826053
809625273 805122981
775260376 791327103
812461858 527893779
307450802 583538646
431992751 669641153
698486053 513296627
550511228 554229166
639864708 127993368
242364474 829323889
457575036 709788896
478072792 462271222
619330621 715341281
611338061 823112702
371850942 960164009
327092195 730394396
615171688 322645010
864749599 291219033
547904159 312640122
936018595 698008575
138998461 929944191
362153197 814751136
720175090 571276676
754360368 250173383
251646701 496329463
727851908 91221870
334693873 29568116
214439011 23704340
138664866 825764935
69166668 515733923
441797488 387140781
251253818 973311018
338641958 721083770
561435247 783592280
876062914 855060366
28927160 107116492
464514597 79385960
304560398 56510696
157227892 77838115
659673534 516891946
366577356 430815966
257864345 544928204
796766451 250270358
839768651 483847653
998137731 44745654
277401691 827384435
38078897 468641759
631559722 709094936
296922386 887020242
108606968 673173606
666058228 477374874
22976993 631815625
206070039 167512354


Answer:
46

Test case #72
404
604314421 684696299
438325280 250024049
382811487 342352591
99830104 158934106
702606531 720565498
600719485 245569821
608228831 123726630
526878609 723799704
731412760 713108962
923733612 419196700
771605769 950473731
230530928 301958436
423831940 130481766
328470131 210880643
955506970 888002831
371243898 32548499
652807080 925317041
210690798 388974809
553390998 814152090
895669855 21265372
145480725 855097158
301814506 613793505
724163029 123660805
29354342 596389908
951155866 651515632
690013550 768102283
515306506 996964945
989240388 788519066
552857188 878980770
404973116 438408027
44226381 909749138
571060832 912822230
812546907 64966370
342000291 391914621
531093216 323930296
600257064 52121097
945056893 572395769
101792260 645513629
232627229 214922812
189755138 761941823
543062111 834075851
23424954 718003726
959686544 459909380
31671469 908439258
219720920 89285430
472233333 159111267
923009277 699335927
293869240 390716946
111011748 877430953
367866901 876042119
970912251 893049352
869070098 926400064
979749244 689113475
417438068 16819141
672016548 273578692
945230527 726904551
29801353 650953676
504153988 482947674
915227475 591205451
532646100 679686729
649837912 241630347
832716456 241793830
176687107 456610420
14570700 983643038
814205566 569429995
78911157 227332333
787601527 919044720
716665871 240064846
207050940 532043274
189372775 994862815
431007521 373279918
517755678 132650698
672201972 635848574
203298478 679517945
403155907 341997410
391290760 361789689
202951633 881445108
182302700 130464747
220463029 772937873
332238092 571960524
136428999 252946411
711620388 48434919
634806753 713595578
720969318 496162414
959351102 105618896
276863229 568368384
503334188 353642319
165601410 437306775
576856578 967360007
381024347 950648486
174417992 492412245
438227669 241420749
147689861 406957339
39464994 367345392
353928213 418628081
706303150 482022874
732052149 658010937
706359927 503220670
203552212 231329385
173325332 919726503
840946706 190027293
603490476 502352805
461922536 359985850
954578387 862711795
518368064 409599765
914055893 511627161
724859578 873168573
391336633 454496593
663682149 742781822
778333544 230419993
666108843 300123792
164799677 785014162
985007789 61912100
472896733 344463531
196957207 713211748
371215133 63968625
471478880 394922798
412504319 612285817
88546049 438685668
451379201 689772143
788238208 953809873
570438290 795749090
308008441 897582298
548537037 761902354
489782380 101186988
176040772 500247314
836379128 285371088
134022352 577433023
106285358 935181878
952132554 29934023
972871279 398806293
17699920 670919978
496394114 771863022
389877626 502994047
141511682 441539633
956158704 942366567
859332699 793245448
514397156 762324333
267483888 324508596
273988425 95246042
97067614 713438175
711356528 826760526
262089241 906196045
218957518 669509715
512042713 642452362
846431409 873737555
813623069 639798623
39236765 577214147
71393549 160139498
459261380 397710715
583650150 407281177
483169099 723585998
106939435 411820533
625681661 766259155
371533704 480489671
776525089 511387893
203832862 128798755
430588425 415500519
928235342 445846816
595504441 154364577
280258494 146772897
732626364 142150044
118096872 43553668
674514498 292853384
744874463 94310955
576204320 289343084
709527332 191325008
808182675 182341045
696941186 673555557
324643897 757774364
409221229 721300957
776633189 951564229
746208130 490318076
937563245 895852500
82909400 722974645
938620141 858190384
110238785 713142131
940281475 493158862
770105339 629322460
914492083 518703070
429813159 426251045
487698637 491244856
608326384 843790220
736078925 3862466
990075042 86109580
930928340 216351742
429490033 766622539
287555845 248175166
916118439 929878698
384114165 555515173
576022885 993376723
422182255 749760728
456646694 454142679
29882184 831245959
17870720 531515286
7318755 308612533
368338360 41244576
807281718 361624876
83464711 982775627
265657968 732356476
187270139 666118696
681183101 43925825
918734090 90886218
9596103 324014960
464602901 516438397
35667720 16836354
375255494 890980885
540958763 237319038
46367467 362872285
653933062 202542329
678767427 291691016
975888317 440484794
417237033 580196412
951495973 856963494
459744436 134889610
866104773 381037456
464410962 626016887
575291438 10410587
451943387 237209185
738602067 478544887
34470397 751130974
587787997 108378718
168898321 996433339
849256333 413246983
784152303 302531703
206007947 436892229
891394979 525778843
372098301 749713400
892543576 554391716
242781585 60021988
720227645 215156426
472402473 856367617
167826458 77238470
413966646 689329368
545722200 437199351
454912348 267418010
946590402 817158848
287661908 953494935
24935295 513552306
564582752 874904003
467577496 41843853
995959103 192496074
732352525 638077156
297832020 354518253
154068854 343192966
797095809 407608096
552443570 217856746
856516876 424306192
138457463 891930663
615991367 216314300
898106596 810050997
87699502 363072026
757993717 625853627
863512630 638026569
986921885 156113508
808094156 928803472
3162761 416243665
561514644 640139559
730966767 526099329
346180309 248106759
887172239 145319908
112153669 497827318
956943675 604724435
922063353 5612958
970232304 33845564
36944827 437938944
58794587 73485712
205327014 696248707
216024754 483240348
358667939 444664778
561180389 17327404
480676417 364077747
176996784 919673418
535604238 980419174
179341096 45098536
23718000 236675532
189347730 131949469
341510915 529603647
412729736 272018330
942600012 115326786
643171674 485317116
520331548 66155280
611390620 557214030
569219389 599661264
464969707 36663150
571563960 641378572
208478919 945572584
35988779 86545494
926226074 151525187
254895555 38433030
735452514 331581142
899211421 802233048
606405138 533186205
290975278 218152417
636938865 486797366
117534176 604002938
381058829 914111833
46393094 270687690
760747720 614995275
562971651 76705132
161205808 510820191
511214516 397100305
945125411 365734570
412990864 710336438
990920327 219823045
221492438 226362439
184059737 187134320
972769327 576573247
16833591 447578239
471082116 138998413
589273154 359216337
318029557 114123844
151538493 66747025
594723984 367607272
913009195 289759588
387619811 286832865
201772823 843723140
748391436 784469157
218367957 128520024
793579256 240036678
45320032 377812761
499757368 137964342
686145816 927898524
270264514 415834059
760367045 476481452
964411512 341822062
970851469 514431513
396263498 699513194
615206624 755641738
481254326 429342078
597691752 45971523
615103247 366999897
63002114 211650519
983013016 708328596
253808460 344409582
79551050 283418076
966322086 34170177
379066104 971488799
105108903 776051722
818718139 355839888
587839753 374465146
786433437 376794075
551518846 354329976
694160724 561533713
122537627 352486540
953071862 392278061
620967075 120529637
250075839 469605274
282771439 640610607
606472151 528288159
51876621 913050282
912884866 938906010
604202711 719713757
647286208 905150793
711610099 453961762
247579299 376393068
470442335 539632742
750529832 5700303
808368009 249799016
80131306 161008817
380334225 40735436
645910702 850524152
569100678 721503678
320344461 805569878
164698761 558827140
950646832 160019416
910283311 240470386
296499180 492723572
521011483 323096247
212740811 864627746
716858989 897266431
821544913 483837705
457775381 482366164
348341949 72570336
669831287 246258540
502725702 218749659
854221730 214274720
357843604 430364874
774389712 435623627
579371228 65581890
795605101 740974348
118189369 251396399
124654584 171302338
723174774 907275327
517224382 352608449
895837452 133433283
730097529 342286515
142496481 864631007
984000797 325390577
116624868 124066961
713048423 642575406
135947978 697036961
247282632 958166095
519249743 19520886
989430216 750308536
765799486 287916566
671813723 990526344
417969234 188076776
264614299 473187460
723048595 990141950
334756058 2970619
535405023 680274276
401929350 512884094
250412206 590469532


Answer:
33

Test case #73
564
943526905 910766242
62231465 116099092
231350742 738826715
565595689 113938789
636622611 149817876
50144906 138606477
343674417 920772041
629264606 302750524
450332805 566283599
472908810 562160493
829975725 512171874
923304928 868359572
490918017 170768751
615817179 499849503
918484843 89839062
99600818 430393990
268280122 878683450
277721059 984095514
516827488 804339728
409963825 184039175
482175457 159641927
451335227 260573213
25913463 903540587
962819586 568006394
557354899 102569007
903330074 926225420
904387992 367771313
505177339 926431737
780860985 939435200
880662267 15377211
277909305 100006710
850579138 762222508
181313444 578754920
176765686 489678631
347402452 48425628
920292499 862733091
659339296 850585232
684238960 15212691
121109758 506917448
931758356 263023721
786854136 126150109
230288986 33623785
169687003 27807716
52657869 754189909
868619821 819829695
350205237 909246452
168282577 822908939
759991310 126679623
578471772 871351751
472093250 319224798
144633119 430597424
498166586 366242030
120505796 984659988
880577614 806631109
624105219 150635591
284195656 451171637
989207802 573136238
559685259 766199539
547551714 12450854
616630235 659377301
899481701 250613029
728518410 863999689
65305562 90219919
904232307 931158089
422033721 924745510
93017987 48941969
547143434 125690171
812812545 940119864
978714447 945378217
468949868 252332687
177727925 48092234
326352805 389820843
413511425 949037803
723461229 929895415
652486082 744619694
708436657 8700065
123901302 634419765
179247609 621336931
777933092 879911161
307635483 975171103
378967494 205927619
8506743 587210840
466663423 970648093
974623163 362624008
131312872 874669061
931831433 243309015
513919694 414454641
744247056 11207991
504590529 593152586
103363907 458742231
4545205 835203574
186789196 473881018
179577525 919051787
947083459 508547136
479002789 202850042
192291164 755301728
439840225 466718223
515116200 17904791
545687626 973288007
551726551 806829272
667963808 180351715
413250452 661178535
441810948 7580598
198832918 795878375
648257658 731830107
820438813 246665174
253447843 195959194
50184627 995050611
859361429 369189784
56220320 317566483
163220842 531991239
951164881 312527830
328762656 668264715
889123252 429395160
589298238 799888745
465056837 954825527
719305444 519519204
90001164 171191425
767646151 788537619
448154996 830150681
970456483 365962761
657629588 89562053
724551089 959001041
889846331 902821743
256940076 852730206
874495473 114244517
479223252 527372615
165506474 995500893
36834748 460606165
250948773 634206526
119523081 203774310
968005644 66355297
460840641 776630224
176876153 546577159
251069241 10004025
970666545 80397904
331500705 372821261
412343368 765119747
874252989 496205680
114138432 495168409
634455403 551741281
280352251 565043663
773974240 930991647
686279281 603161621
149704755 815370561
679826888 780388865
177685404 576816793
393099471 475865389
195588608 141847917
160829228 171834551
982411465 873762710
796832053 892457384
225066725 779222309
602227082 214075759
570642504 605338500
92947767 576524351
52438092 277938084
558463139 363559695
528168354 899846492
133985808 476898469
785461680 217582059
634142070 742897841
761087429 873240879
944024544 248205442
830876846 786334552
694782174 23487519
335370372 775206730
419526920 216191408
227662819 653694706
767067823 251439882
552736809 658786411
944530483 633229156
759824657 174871092
933645637 51792883
151763623 353900527
501711471 561266295
287744249 707966023
617392766 894577853
318581036 316617226
302730333 1347698
299610122 791778853
996796347 600841106
324303679 871052428
602218406 439230945
99756554 978758501
117467315 324697515
527277833 994661413
845405366 608256252
584790786 579144456
747166530 211275843
389286547 805678616
95192912 383690975
560305539 556749955
154629666 80323518
295914560 153588168
429666427 372943807
408959279 578903141
36280704 553032315
790197747 82844467
32505441 399572199
676112268 991220661
28861705 163550341
889081781 144238016
369648962 475953547
685191207 854582383
410398623 57591296
634639197 925637637
696773737 623623905
385357620 900180767
638825517 406038297
264866539 201691605
609588407 14726657
28453309 982100473
413663506 19297011
975278620 169135227
730682458 981288740
538041934 246391999
649628297 15792327
706733840 925899111
726174333 841192686
649313735 514010286
691814647 813172115
286494 829317150
541157419 172321964
112105827 183104529
993486127 990995850
894708311 466166268
885051557 120326870
409105355 64021639
872017793 65562765
42307743 389549081
620072032 870310373
980394176 180143972
11890182 113045648
678864086 509377536
812736689 176502353
335591577 950346512
59129308 997076845
921822475 905017916
578259216 667665609
302457554 400699404
216142407 963358645
326661704 484636455
486465158 914492654
604343669 614860679
895151289 280614857
308398642 392618004
975857511 346934739
598099364 437850231
56728315 597097678
572038026 960357374
465173689 476059843
455632406 106387819
236298349 601610078
680834523 62918694
103317830 847579663
56793137 273368551
654569477 963343469
214490751 490652697
445413843 100099356
309948442 264583408
738371652 396102452
116391941 695654064
830809008 594978156
82253866 992000864
713192770 296884674
185398192 633068250
647839633 792527077
740415000 471533631
910939796 7551752
127700088 645047389
108343714 319899959
829618554 643406123
69108344 191920991
793520236 796197101
221830561 775193709
986012007 353214279
229002801 922961876
528053824 385151235
628546554 389573246
394634504 511484504
22486771 571489984
768319508 668423252
947317283 11772792
866073010 786805535
147594083 763259564
165225560 922937384
133250062 833404599
430328378 608316579
915166679 80113659
54198148 988479146
448766658 268414684
756286515 42720717
861200646 47747403
580100846 599624110
457862235 849339194
700593250 82827481
285044024 518063304
194233061 94695568
54680008 327265056
648852670 857513959
163573169 744580502
432773433 877394034
346984943 511587017
588527199 436671754
878329242 895550698
712981896 70865464
51211447 716690395
880562968 400476283
463285041 703347971
235665439 384314190
991180147 284907690
91878802 15545895
668933782 242157638
463813323 64209734
41780403 410438974
660451215 676428461
21547806 123685693
274177912 98505459
432914122 884032609
207506037 568072015
962587777 160586709
252197224 43076825
455591560 925103951
842521851 12382588
205606656 786779117
859584940 529220808
186736770 535752665
199563101 444804991
165300201 540756532
211905057 774055309
236428875 787440615
875802243 915586381
677106890 299105459
479307944 979617732
708326041 583285211
82966468 706357300
711981190 873835799
807893923 305210986
49379287 251106567
512886716 254715370
502760137 131774184
439649700 438795629
303022821 674944268
562676817 256131033
4142642 235248343
714673416 640825144
15965295 674423588
939732992 734419605
809118690 818853632
426231539 161862891
678233383 543015361
938028782 646927755
907683954 738811362
632135106 956543150
776913564 430397999
513159609 554129191
43968188 694196629
586862550 441878423
20978515 326522642
652289777 236340886
427076728 614988530
640464021 842553174
42250030 907186320
340694126 988023499
982495441 266700945
256804788 843966787
732338565 617032153
910725904 616898068
182743547 974055363
886611710 910916349
179070735 851904491
228842947 879319309
439011048 85475890
741305858 199977012
373318591 217701499
979182574 680873574
29531792 923178282
940891252 587527505
267879588 818195405
133131153 512739598
832857952 836626391
322186404 805568245
989069324 225308095
218977454 580851244
187316372 730527969
70694577 28254677
105359721 77985412
12566723 30412798
996855735 701624349
645648996 104799874
647862671 843535771
206042924 788204782
800772345 131400692
943710364 315509005
692057325 982146191
986917183 565393897
486637470 709964553
499998518 306799381
995208967 434766480
767573786 482210198
600629769 223425396
219863970 711450228
908502372 669333693
50671756 607794993
727550083 377431857
920824763 614147084
551610139 330944951
193449324 569784823
904845688 794462058
999111233 357439624
793857772 220025686
881544484 39634220
999608476 544041116
915765311 902819948
994716498 903055814
378654590 799419155
46011512 266601695
91714953 744474495
114675884 977073591
934291078 563914858
588833296 342425328
564243482 208229430
278181732 862286388
668622174 542302189
876421524 574713728
385219188 709595115
524402656 354643449
519686339 922826130
341707773 556255445
179069549 395617877
363879848 276704936
270483289 294676729
746799248 789002802
368878071 135369239
876137810 500782473
409992682 288724248
811753643 963210775
931896883 977874393
845956253 111729138
635519088 885326293
141292693 161850725
645858785 35484612
296205992 885589370
533546872 868379694
118347262 156142430
743617238 155403099
207877285 727269744
599658672 280487676
428284787 934074341
192741165 39359527
207743824 399366361
643221773 894129883
350790732 743237674
693699432 556491882
32037450 363935186
812781114 292241872
223979578 568023038
969242564 784621659
679187862 867870804
294257855 584929540
292013537 713040409
227267610 999023041
295464323 380658140
803777420 401375191
